CourseId,Subject,Number,Title,Class Units,Description,Topic,seeAlso,Outline
47436,HUMA,858O,DIRECTED STUDIES LAW AND THE SENSES,3,,,,
47414,HUMA,856O,DIRECTED STUDIES PLAYWR/MUSIC THE PART II,3,Please see the GRAD Calendar,,,
47435,HUMA,857O,DIRECTED STUDIES ULYSSES AND ITS WAKE,3,,,,
34745,URBS,483,Directed Studies/Practicum in Urban Planning I,3,"Through a case study or practicum of 120 hours with a private or public institution, or community interest group, students acquire experience in a professional working environment.
Prerequisite: Completion of 60 university credits; enrolment in the Specialization in Urban Planning.




",,,
34746,URBS,484,Directed Studies/Practicum in Urban Planning II,3,"Through a case study or practicum of 120 hours with a private or public institution, or community interest group, students acquire experience in a professional working environment.",,,
6980,DISP,615,DIRECTED STUDIO PRACTICE,3,Please see GRAD Calendar,,,
23013,JOUR,520,DIRECTED STUDY,3,Please see GRAD Calendar,,,
6173,COMS,640,DIRECTED STUDY,3,Please see GRAD Calendar,,,
46240,JOUR,645,DIRECTED STUDY,3,Please see GRAD Calendar,,,
4317,CHST,650,DIRECTED STUDY,3,Please see GRAD Calendar,,,
6211,COMS,670,DIRECTED STUDY,3,Please see GRAD Calendar,,,
4347,CHST,681,DIRECTED STUDY,3,Please see GRAD Calendar,,,
10548,ESTU,692,DIRECTED STUDY,12,Please see GRAD Calendar,,,
6054,COMS,496,Directed Study I,3,"Towards the end of their second year, students enrolled in a Communication Studies program who have demonstrated scholarly and creative ability may be selected for major research or production in a communications area of special interest. During the third year, individually or in teams, the project is realized in close collaboration with faculty directors.
Prerequisite: Registration in a Communication Studies program.
NOTE: Students who have received credit for COMS 495 may not take this course for credit.



",,,
49160,DART,651,DIRECTED STUDY I,3,"Students may enrol in a directed study under faculty supervision in order to undertake a specialized study of theoretical or research-creation related topics.

Prerequisites: Nine credits completed in the Master of Design program; written permission of any faculty member of the Thesis Advisory Committee and the Graduate Program Director; a cumulative GPA of 3.70 or higher.",,,
40366,COMS,497,Directed Study II,3,"
Prerequisite: Registration in a Communication Studies program.
NOTE: Students who have received credit for COMS 496 may register for COMS 497.



",,,
49691,DART,652,Directed Study II,3,Prerequisites: DART 651; written permission of any faculty member of the Thesis Advisory Committee and the Graduate Program Director; a cumulative GPA of 3.7 or higher. Students may enrol in a directed study under faculty supervision in order to undertake a specialized study of theoretical or research-creation related topics.,,,
6147,COMS,585,DIRECTED STUDY IN COMS,3,Please see GRAD Calendar,,,
6148,COMS,586,DIRECTED STUDY IN COMS,3,Please see GRAD Calendar,,,
33805,THEA,411,Directing,3,"Examination of and experimentation in staging and production organization. Exercises in visual, structural, and conceptual analysis.
Prerequisite: Completion of 48 credits in the Department of Theatre including two of TPER 210, TDEV 210, and DFTT 210 or written permission of the Department of Theatre.",,,
47845,PERC,311,Directing I,3,"Prerequisite: 24 credits and enrolment in a program of the Department of Theatre. This studio course introduces students to basic organizational, analytical, and leadership skills for stage direction. Course content focuses primarily on applied script analysis and beginning storytelling techniques, supported by the study of key figures in directing from the 20th and 21st centuries. The final assignment may consist of the preparation and direction of a short scene with student actors. This course has a public performance outcome.
NOTE: Student who have received credit for THEA 411 may not take this course for credit.
NOTE: Students may be required to be present for additional hours related to technical and/or dress rehearsals as stipulated in the course syllabus.
NOTE: Students enrolled in the course are required to pay a production fee.",,,
47845,PERC,311,Directing I,3,"Prerequisite: 24 credits and enrolment in a program of the Department of Theatre. This studio course introduces students to basic organizational, analytical, and leadership skills for stage direction. Course content focuses primarily on applied script analysis and beginning storytelling techniques, supported by the study of key figures in directing from the 20th and 21st centuries. The final assignment may consist of the preparation and direction of a short scene with student actors. This course has a public performance outcome.
NOTE: Student who have received credit for THEA 411 may not take this course for credit.
NOTE: Students may be required to be present for additional hours related to technical and/or dress rehearsals as stipulated in the course syllabus.
NOTE: Students enrolled in the course are required to pay a production fee.",,,
47753,PERC,471,Directing II,3,"Prerequisite: PERC 311 and 30 credits within the Department of Theatre. This studio course builds on already developed skills and knowledge while engaging with additional styles of theatre making, such as director-led creation, postmodern performance, documentary, or verbatim theatre. The final assignment involves directing a short work. This course has a studio performance outcome.

NOTE: Students may be required to be present for additional hours related to technical and/or dress rehearsals as stipulated in the course syllabus.
NOTE: Students enrolled in the course are required to pay a production fee.",,,
47753,PERC,471,Directing II,3,"Prerequisite: PERC 311 and 30 credits within the Department of Theatre. This studio course builds on already developed skills and knowledge while engaging with additional styles of theatre making, such as director-led creation, postmodern performance, documentary, or verbatim theatre. The final assignment involves directing a short work. This course has a studio performance outcome.

NOTE: Students may be required to be present for additional hours related to technical and/or dress rehearsals as stipulated in the course syllabus.
NOTE: Students enrolled in the course are required to pay a production fee.",,,
32243,SPAN,601,DISC ANALYS & RESEARCH METH,3,Please see GRAD Calendar,,,
6273,COMS,853,DISCOURSE & REPRESENTATION,3,Please see GRAD Calendar,,,
6297,COMS,888,DISCOURSE OF THE BODY,3,Please see GRAD Calendar,,,
6274,COMS,854,Discourse Within Social Formation,3,Please see GRAD Calendar,,,
32189,SPAN,472,"Discourses of Discovery, Colonization, and Resistance in Spain and Spanish America",3,"This course examines the colonial subject as s/he appears in early modern articulations of the imperial centre and its relation to the colonial periphery, as well as in the emerging centres of Spanish America. Through close textual analysis and critical discussions of representative works by Peninsular and Colonial authors such as Columbus, Las Casas, Sor Juana and el Inca Garcilaso, students investigate topics that may include the rhetorical and legal tropes of discovery and their construction of an abject ?other,? the historical conditions that inform the chronicles of conquest, and strategies of cultural resistance employed by criollo and Amerindian subjects.",,,
5999,COMS,412,Discourses of Dissent,3,"This course examines the forms and tactics of public discourses directed toward social change. Forms of public discourse that may be considered include speech, images, audiovisual works, as well as web-based sites or forms of communication. Emphasis is placed upon political protest, conflict and controversy, and mobilization. Themes explored include the development of speaking positions, the use of unconventional tactics, and the appropriation or rejection of received values.
Prerequisite: 400-level courses, unless otherwise indicated, are open to students who have successfully completed 48 university credits or who have received permission from the Department.




",,,
6081,COMS,512,DISCOURSES OF DISSENT,3,Please see GRAD Calendar,,,
16240,INTE,296,Discover Statistics,3,"This course introduces students to the basics of statistics and is aimed at mastering the elementary analytical concepts of the subject. Topics include descriptive statistics, correlation and regression analysis, experimental analysis (test procedures), probability (distribution and theory), hypothesis testing, and analysis of variance.

NOTE: Students who have received credit for this topic under an INTE 298 number may not take this course for credit.



",,,
3796,CHEM,209,Discovering Biotechnology,3,"The course begins with an exploration of the roles of genes and proteins in life processes. It then proceeds to an examination of the basic scientific principles behind manipulation of biological molecules to produce desired changes. Students are introduced to the specific applications of the technology to medicine, agriculture, and the environment. Economic and ethical issues raised by biotechnology are also examined.

NOTE: This course is intended for non-scientists, and may not be taken for credit by Biochemistry or Biology students.
NOTE: Students who have received credit for CHEZ 209 may not take this course for credit.


",,,
24691,MATH,475,"Discrete Dynamical Systems, Chaos and Fractals",3,"Introduction to discrete dynamical modelling; periodic points; bifurcation; period three points; symbolic dynamics; chaos; transitivity; conjugacy; complex behaviour; introduction to fractals; computer simulations.

NOTE: Students who have received credit for MATH 379 may not take this course for credit.",,,
